Sector,CountryCode,CultureCode,CityName,Country,Population,PopulationRating,PopulationType,CityType1,CityType2,CityType3,CityType4,HVT,CrimeIndex,SafetyIndex,CityType
,25,5,Ahmedabad,India,8059441.00,6,Large City,Political,Educational,Mining,Company,['Unknown Important Individual'],30.45,69.55,['Unknown']
LP9,25,5,Surat,India,7184590.00,6,Large City,Resort,Company,Educational,Temple,['Unknown Important Individual'],35.03,64.97,['Unknown']
LQ0,25,5,Pune,India,6629347.00,6,Large City,Military,Industrial,Company,Resort,['Unknown Important Individual'],41.32,58.68,['Unknown']
,25,5,Jaipur,India,3909333.00,6,Large City,Resort,Educational,Company,Mining,['Unknown Important Individual'],34.58,65.42,['Unknown']
LV9,25,5,Lucknow,India,3676515.00,6,Large City,Political,Military,Mining,Company,['Unknown Important Individual'],51.90,48.10,['Unknown']
,25,5,Kozhikode,India,3555411.00,6,Large City,Industrial,Company,Company,,['Unknown Important Individual'],45.86,54.14,['Unknown']
,25,5,Malappuram,India,3391277.00,6,Large City,Mining,Temple,Educational,Company,['Unknown Important Individual'],36.76,63.24,['Unknown']
,25,5,Kanpur,India,3123990.00,6,Large City,Resort,Industrial,Company,,['Unknown Important Individual'],48.20,51.80,['Unknown']
LQ1,25,5,Kochi,India,3082055.00,6,Large City,Mining,Resort,Political,,['Unknown Important Individual'],41.62,58.38,['Unknown']
,25,5,Thrissur,India,3068164.00,6,Large City,Industrial,Company,Educational,,['Unknown Important Individual'],23.40,76.60,['Unknown']
LP9,25,5,Indore,India,3016713.00,6,Large City,Temple,Industrial,Educational,Company,['Unknown Important Individual'],52.08,47.92,['Unknown']
LW0,25,5,Nagpur,India,2893455.00,6,Large City,Industrial,Resort,Company,,['Unknown Important Individual'],39.31,60.69,['Unknown']
,25,5,Coimbatore,India,2786600.00,6,Large City,Resort,Seaport,Company,,['Unknown Important Individual'],38.75,61.25,['Unknown']
LQ2,25,5,Thiruvananthapuram,India,2584752.00,6,Large City,Military,Educational,Company,,['Unknown Important Individual'],39.91,60.09,['Unknown']
MC0,25,5,Patna,India,2436447.00,6,Large City,Temple,Political,Company,,['Unknown Important Individual'],49.96,50.04,['Unknown']
,25,5,Bhopal,India,2389547.00,6,Large City,Educational,Company,Temple,,['Unknown Important Individual'],47.06,52.94,['Unknown']
LV9,25,5,Agra,India,2210246.00,6,Large City,Industrial,Mining,Educational,Temple,['Unknown Important Individual'],45.03,54.97,['Unknown']
,25,5,Vadodara,India,2189973.00,6,Large City,Seaport,Political,Mining,,['Unknown Important Individual'],31.89,68.11,['Unknown']
MC2,25,5,Visakhapatnam,India,2174968.00,6,Large City,Industrial,Educational,Company,,['Unknown Important Individual'],39.02,60.98,['Unknown']
,25,5,Kannur,India,2166906.00,6,Large City,Industrial,Company,Temple,Educational,['Unknown Important Individual'],41.85,58.15,['Unknown']
LP9,25,5,Nashik,India,2065728.00,6,Large City,Political,Temple,Company,Resort,['Unknown Important Individual'],22.96,77.04,['Unknown']
LW1,25,5,Vijayawada,India,2039845.00,6,Large City,Mining,Industrial,Company,,['Unknown Important Individual'],37.40,62.60,['Unknown']
LJ8,25,5,Rajkot,India,1878032.00,6,Large City,Political,Temple,Mining,,['Unknown Important Individual'],36.73,63.27,['Unknown']
,25,5,Ludhiana,India,1856849.00,6,Large City,Military,Military,Temple,Company,['Unknown Important Individual'],51.45,48.55,['Unknown']
,25,5,Kollam,India,1851558.00,6,Large City,Resort,Mining,Temple,,['Unknown Important Individual'],25.55,74.45,['Unknown']
LW2,25,5,Madurai,India,1734173.00,6,Large City,Resort,Company,,,['Unknown Important Individual'],47.29,52.71,['Unknown']
,25,5,Meerut,India,1696440.00,6,Large City,Temple,Mining,Industrial,,['Unknown Important Individual'],73.79,26.21,['Unknown']
,25,5,Varanasi,India,1664942.00,6,Large City,Military,Company,Resort,,['Unknown Important Individual'],34.91,65.09,['Unknown']
LW0,25,5,Raipur,India,1642169.00,6,Large City,Political,Temple,Mining,,['Unknown Important Individual'],31.11,68.89,['Unknown']
MC1,25,5,Jamshedpur,India,1599434.00,6,Large City,Resort,Temple,Educational,Company,['Unknown Important Individual'],43.89,56.11,['Unknown']
,25,5,Srinagar,India,1585774.00,6,Large City,Industrial,Mining,Company,Educational,['Unknown Important Individual'],32.19,67.81,['Unknown']
LP9,25,5,Aurangabad,India,1558412.00,6,Large City,Resort,Mining,Company,,['Unknown Important Individual'],38.05,61.95,['Unknown']
,25,5,Tiruppur,India,1496389.00,5,City,Resort,Temple,Company,,['Unknown Important Individual'],30.39,69.61,['Unknown']
LP8,25,5,Jodhpur,India,1471900.00,5,City,Educational,Industrial,Political,,['Unknown Important Individual'],56.25,43.75,['Unknown']
,25,5,Jabalpur,India,1449787.00,5,City,Political,Resort,Temple,Company,['Unknown Important Individual'],35.29,64.71,['Unknown']
,25,5,Ranchi,India,1439195.00,5,City,Resort,Military,Company,Temple,['Unknown Important Individual'],53.18,46.82,['Unknown']
,25,5,Asansol,India,1431260.00,5,City,Educational,Temple,,,['Unknown Important Individual'],43.90,56.10,['Unknown']
,25,5,Allahabad,India,1393723.00,5,City,Company,Resort,,,['Unknown Important Individual'],42.61,57.39,['Unknown']
LP8,25,5,Kota,India,1386877.00,5,City,Temple,Mining,,,['Unknown Important Individual'],29.66,70.34,['Unknown']
LV9,25,5,Gwalior,India,1378375.00,5,City,Company,Educational,,,['Unknown Important Individual'],45.56,54.44,['Unknown']
,25,5,Amritsar,India,1377371.00,5,City,Industrial,Temple,Resort,,['Unknown Important Individual'],37.61,62.39,['Unknown']
,25,5,Dhanbad,India,1331186.00,5,City,Educational,Mining,,,['Unknown Important Individual'],36.19,63.81,['Unknown']
LV9,25,5,Bareilly,India,1255287.00,5,City,Temple,Resort,,,['Unknown Important Individual'],42.10,57.90,['Unknown']
,25,5,Aligarh,India,1210554.00,5,City,Seaport,Military,,,['Unknown Important Individual'],40.20,59.80,['Unknown']
,25,5,Mysore,India,1209836.00,5,City,Resort,Company,,,['Unknown Important Individual'],47.38,52.62,['Unknown']
,25,5,Durg-Bhilainagar,India,1207637.00,5,City,Company,Political,Resort,,['Unknown Important Individual'],43.50,56.50,['Unknown']
,25,5,Moradabad,India,1197000.00,5,City,Industrial,Company,,,['Unknown Important Individual'],44.75,55.25,['Unknown']
LW2,25,5,Tiruchirappalli,India,1164668.00,5,City,Company,Mining,,,['Unknown Important Individual'],38.51,61.49,['Unknown']
,25,5,Bhubaneswar,India,1162886.00,5,City,Political,Company,,,['Unknown Important Individual'],32.05,67.95,['Unknown']
,25,5,Chandigarh,India,1148472.00,5,City,Resort,Temple,Mining,,['Unknown Important Individual'],44.65,55.35,['Unknown']
,25,5,Guwahati,India,1116740.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],44.94,55.06,['Unknown']
LQ0,25,5,Hubli-Dharwad,India,1116728.00,5,City,Company,Temple,Resort,,['Unknown Important Individual'],54.22,45.78,['Unknown']
,25,5,Salem,India,1102463.00,5,City,Resort,Temple,Industrial,,['Unknown Important Individual'],29.46,70.54,['Unknown']
,25,5,Saharanpur,India,1054102.00,5,City,Political,Industrial,Company,,['Unknown Important Individual'],41.40,58.60,['Unknown']
,25,5,Jalandhar,India,1053670.00,5,City,Educational,Industrial,,,['Unknown Important Individual'],56.65,43.35,['Unknown']
,25,5,Solapur,India,1031037.00,5,City,Industrial,Temple,Educational,,['Unknown Important Individual'],54.20,45.80,['Unknown']
,25,5,Siliguri,India,1020303.00,5,City,Political,Industrial,Mining,,['Unknown Important Individual'],34.53,65.47,['Unknown']
,25,5,Warangal,India,959658.00,5,City,Educational,Company,Temple,,['Unknown Important Individual'],23.37,76.63,['Unknown']
,25,5,Dehradun,India,918946.00,5,City,Industrial,Company,Resort,,['Unknown Important Individual'],38.23,61.77,['Unknown']
,25,5,Bhiwandi,India,859435.00,5,City,Political,Industrial,,,['Unknown Important Individual'],40.94,54.06,['Unknown']
,25,5,Guntur,India,854488.00,5,City,Resort,Educational,Company,,['Unknown Important Individual'],36.03,63.97,['Unknown']
,25,5,Puducherry,India,836003.00,5,City,Industrial,Company,,,['Unknown Important Individual'],49.40,50.60,['Unknown']
,25,5,Firozabad,India,821043.00,5,City,Political,Mining,,,['Unknown Important Individual'],49.11,50.89,['Unknown']
LP8,25,5,Bikaner,India,771878.00,5,City,Temple,Resort,Company,,['Unknown Important Individual'],43.14,56.86,['Unknown']
,25,5,Cherthala,India,764135.00,5,City,Political,Industrial,Company,,['Unknown Important Individual'],44.50,55.50,['Unknown']
,25,5,Gorakhpur,India,758214.00,5,City,Company,Resort,,,['Unknown Important Individual'],43.04,56.96,['Unknown']
,25,5,Amravati,India,752189.00,5,City,Educational,Company,Resort,,['Unknown Important Individual'],52.14,47.86,['Unknown']
,25,5,Nellore,India,751034.00,5,City,Temple,Industrial,,,['Unknown Important Individual'],43.24,56.76,['Unknown']
,25,5,Cuttack,India,742011.00,5,City,Industrial,Political,,,['Unknown Important Individual'],46.50,53.50,['Unknown']
LQ0,25,5,Belgaum,India,724747.00,5,City,Resort,Company,,,['Unknown Important Individual'],54.04,45.96,['Unknown']
,25,5,Muzaffarnagar,India,716748.00,5,City,Temple,Political,,,['Unknown Important Individual'],27.70,72.30,['Unknown']
,25,5,Malegaon,India,715605.00,5,City,Industrial,Company,,,['Unknown Important Individual'],65.25,34.75,['Unknown']
,25,5,Mangalore,India,713357.00,5,City,Educational,Mining,,,['Unknown Important Individual'],25.33,74.67,['Unknown']
,25,5,Jammu,India,702085.00,5,City,Military,Temple,,,['Unknown Important Individual'],32.98,67.02,['Unknown']
LJ8,25,5,Bhavnagar,India,700367.00,5,City,Industrial,Company,Political,,['Unknown Important Individual'],11.95,88.05,['Unknown']
LQ1,25,5,Kottayam,India,696061.00,5,City,Resort,Educational,Political,,['Unknown Important Individual'],28.78,71.22,['Unknown']
,25,5,Kayamkulam,India,694892.00,5,City,Temple,Industrial,Educational,,['Unknown Important Individual'],45.86,54.14,['Unknown']
,25,5,Nanded Waghala,India,689771.00,5,City,Company,Political,Mining,,['Unknown Important Individual'],44.74,55.26,['Unknown']
,25,5,Tirupati,India,679456.00,5,City,Political,Company,,,['Unknown Important Individual'],37.64,62.36,['Unknown']
,25,5,Durgapur,India,675384.00,5,City,Company,Industrial,,,['Unknown Important Individual'],44.20,55.80,['Unknown']
LQ0,25,5,Gulbarga,India,673027.00,5,City,Educational,Resort,,,['Unknown Important Individual'],56.45,43.55,['Unknown']
,25,5,Kurnool,India,665186.00,5,City,Temple,Industrial,,,['Unknown Important Individual'],45.50,54.50,['Unknown']
,25,5,Jamnagar,India,644738.00,5,City,Mining,Company,,,['Unknown Important Individual'],29.36,70.64,['Unknown']
,25,5,Jhansi,India,642709.00,5,City,Temple,Resort,Company,,['Unknown Important Individual'],39.95,60.05,['Unknown']
,25,5,Erode,India,634977.00,5,City,Industrial,Political,Temple,,['Unknown Important Individual'],40.88,59.12,['Unknown']
,25,5,Bokaro Steel City,India,633551.00,5,City,Resort,Educational,Company,,['Unknown Important Individual'],30.64,69.36,['Unknown']
,25,5,Raurkela,India,622636.00,5,City,Temple,Political,Educational,,['Unknown Important Individual'],56.37,43.63,['Unknown']
LQ0,25,5,Kolhapur,India,619358.00,5,City,Political,Educational,,,['Unknown Important Individual'],23.22,76.78,['Unknown']
,25,5,Ajmer,India,613617.00,5,City,Company,Political,,,['Unknown Important Individual'],38.24,61.76,['Unknown']
LP9,25,5,Ujjain,India,607055.00,5,City,Temple,Company,,,['Unknown Important Individual'],37.55,62.45,['Unknown']
,25,5,Bilaspur,India,599812.00,5,City,Company,Temple,Industrial,Educational,['Unknown Important Individual'],18.53,81.47,['Unknown']
,25,5,Patiala,India,599186.00,5,City,Educational,Temple,Company,,['Unknown Important Individual'],65.13,34.87,['Unknown']
LP8,25,5,Mathura,India,588334.00,5,City,Industrial,Temple,Resort,,['Unknown Important Individual'],66.60,33.40,['Unknown']
LQ0,25,5,Sangli,India,583629.00,5,City,Military,Mining,,,['Unknown Important Individual'],44.74,55.26,['Unknown']
MO2,25,5,Imphal,India,575625.00,5,City,Educational,Resort,,,['Unknown Important Individual'],47.64,52.36,['Unknown']
MI2,25,5,Agartala,India,575073.00,5,City,Mining,Company,,,['Unknown Important Individual'],24.51,75.49,['Unknown']
LP8,25,5,Udaipur,India,569224.00,5,City,Resort,Temple,,,['Unknown Important Individual'],38.71,61.29,['Unknown']
LW2,25,5,Vellore,India,569048.00,5,City,Company,Industrial,,,['Unknown Important Individual'],49.54,50.46,['Unknown']
LP9,25,5,Tirunelveli,India,565735.00,5,City,Resort,Company,,,['Unknown Important Individual'],47.88,52.12,['Unknown']
MC0,25,5,Gaya,India,565253.00,5,City,Educational,Industrial,,,['Unknown Important Individual'],15.56,84.44,['Unknown']
LP9,25,5,Jalgaon,India,564540.00,5,City,Company,Educational,Resort,,['Unknown Important Individual'],44.74,55.26,['Unknown']
LW3,25,5,Thoothukkudi,India,560930.00,5,City,Industrial,Temple,Seaport,,['Unknown Important Individual'],45.70,54.30,['Unknown']
LP7,25,5,Panipat,India,547952.00,5,City,Industrial,,,,['Unknown Important Individual'],30.55,69.45,['Unknown']
LW1,25,5,Rajahmundry,India,543729.00,5,City,Political,Industrial,Temple,,['Unknown Important Individual'],43.24,56.76,['Unknown']
LQ0,25,5,Bellary,India,520926.00,5,City,Industrial,,,,['Unknown Important Individual'],30.64,69.36,['Unknown']
LW1,25,5,Kakinada,India,514227.00,5,City,Seaport,Industrial,Educational,,['Unknown Important Individual'],23.46,76.54,['Unknown']
LQ1,25,5,Davanagere,India,511843.00,5,City,Political,Temple,,,['Unknown Important Individual'],46.08,53.92,['Unknown']
NC0,25,5,Muzaffarpur,India,504158.00,5,City,Political,Temple,,,['Unknown Important Individual'],27.70,72.30,['Unknown']
,26,6,Jakarta,Indonesia,10770487.00,7,Mega City,Company,Educational,Political,Seaport,['Unknown Important Individual'],53.61,46.39,['Unknown']
,26,6,Bekasi,Indonesia,3394273.00,6,Large City,Industrial,Resort,Company,Temple,['Unknown Important Individual'],35.85,64.15,['Unknown']
,26,6,Surabaya,Indonesia,2944403.00,6,Large City,Resort,Educational,Industrial,,['Unknown Important Individual'],33.79,66.21,['Unknown']
,26,6,Depok,Indonesia,2727209.00,6,Large City,Military,Industrial,Company,,['Unknown Important Individual'],60.44,39.56,['Unknown']
,26,6,Bandung,Indonesia,2580191.00,6,Large City,Educational,Political,Temple,,['Unknown Important Individual'],40.41,59.59,['Unknown']
,26,6,Tangerang,Indonesia,2338547.00,6,Large City,Company,Resort,Political,,['Unknown Important Individual'],45.84,54.16,['Unknown']
,26,6,Medan,Indonesia,2337958.00,6,Large City,Temple,Company,,,['Unknown Important Individual'],51.24,48.76,['Unknown']
,26,6,Semarang,Indonesia,1866492.00,6,Large City,Educational,Mining,Seaport,,['Unknown Important Individual'],40.33,59.67,['Unknown']
,26,6,Palembang,Indonesia,1722700.00,6,Large City,Industrial,Temple,Company,,['Unknown Important Individual'],76.84,23.16,['Unknown']
,26,6,Makassar,Indonesia,1583553.00,6,Large City,Resort,Industrial,Political,Temple,['Unknown Important Individual'],52.52,47.48,['Unknown']
,26,6,Batam,Indonesia,1546064.00,6,Large City,Company,Educational,Industrial,,['Unknown Important Individual'],49.47,50.53,['Unknown']
,26,6,Pekan Baru,Indonesia,1204883.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],38.83,61.17,['Unknown']
,26,6,Bogor,Indonesia,1159719.00,5,City,Company,Temple,Resort,,['Unknown Important Individual'],35.32,64.68,['Unknown']
,26,6,Bandar Lampung,Indonesia,1091512.00,5,City,Industrial,Educational,Company,,['Unknown Important Individual'],46.23,53.77,['Unknown']
,26,6,Tasikmalaya,Indonesia,1056485.00,5,City,Mining,Resort,Educational,,['Unknown Important Individual'],35.85,64.15,['Unknown']
,26,6,Samarinda,Indonesia,1010413.00,5,City,Company,Temple,Mining,,['Unknown Important Individual'],47.58,52.42,['Unknown']
,26,6,Denpasar,Indonesia,986853.00,5,City,Resort,Political,Educational,,['Unknown Important Individual'],28.93,71.07,['Unknown']
,26,6,Padang,Indonesia,980455.00,5,City,Company,Industrial,Educational,,['Unknown Important Individual'],45.80,54.20,['Unknown']
,26,6,Malang,Indonesia,886620.00,5,City,Resort,Temple,Company,,['Unknown Important Individual'],29.21,70.79,['Unknown']
,26,6,Banjarmasin,Indonesia,732005.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],46.20,53.80,['Unknown']
,26,6,Bali,Indonesia,682065.00,5,City,Company,Resort,,,['Unknown Important Individual'],47.58,52.42,['Unknown']
,26,6,Pontianak,Indonesia,667910.00,5,City,Political,Mining,,,['Unknown Important Individual'],40.41,59.59,['Unknown']
,26,6,Jambi,Indonesia,626192.00,5,City,Educational,Company,,,['Unknown Important Individual'],25.88,74.12,['Unknown']
,26,6,Surakarta,Indonesia,527279.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],12.18,87.82,['Unknown']
,26,6,Ambon,Indonesia,513457.00,5,City,Mining,Company,,,['Unknown Important Individual'],24.88,73.12,['Unknown']
,26,6,Mataram,Indonesia,505024.00,5,City,Resort,Company,Industrial,,['Unknown Important Individual'],45.84,54.16,['Unknown']
,27,14,Tehran,Iran,9134708.00,6,Large City,Company,Educational,Political,,['Unknown Important Individual'],53.90,46.1,['Unknown']
,27,14,Mashhad,Iran,3208336.00,6,Large City,Industrial,Company,Resort,Educational,['Unknown Important Individual'],49.14,50.86,['Unknown']
,27,14,Esfahan,Iran,2132037.00,6,Large City,Temple,Industrial,Educational,,['Unknown Important Individual'],35.00,65.00,['Unknown']
,27,14,Shiraz,Iran,1651362.00,6,Large City,Company,Mining,Resort,,['Unknown Important Individual'],49.94,50.06,['Unknown']
,27,14,Tabriz,Iran,1611133.00,6,Large City,Educational,Political,Industrial,,['Unknown Important Individual'],33.89,66.11,['Unknown']
,27,14,Karaj,Iran,1580413.00,6,Large City,Temple,Educational,Seaport,Political,['Unknown Important Individual'],61.55,38.45,['Unknown']
,27,14,Qom,Iran,1287937.00,5,City,Political,Resort,Temple,,['Unknown Important Individual'],51.20,49.80,['Unknown']
,27,14,Ahvaz,Iran,1244250.00,5,City,Temple,Industrial,Mining,,['Unknown Important Individual'],70.23,29.77,['Unknown']
,27,14,Kermanshah,Iran,1025740.00,5,City,Temple,Mining,Industrial,,['Unknown Important Individual'],46.20,53.80,['Unknown']
,27,14,Orumiyeh,Iran,793044.00,5,City,Mining,Resort,,,['Unknown Important Individual'],40.40,59.60,['Unknown']
,27,14,Rasht,Iran,712715.00,5,City,Educational,Company,,,['Unknown Important Individual'],33.95,66.05,['Unknown']
,27,14,Zahedan,Iran,609873.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],41.03,58.97,['Unknown']
,27,14,Bandar Abbas,Iran,606633.00,5,City,Company,Temple,,,['Unknown Important Individual'],37.50,62.50,['Unknown']
,27,14,Hamadan,Iran,577808.00,5,City,Resort,Educational,,,['Unknown Important Individual'],39.50,60.50,['Unknown']
,27,14,Ardabil,Iran,567912.00,5,City,Political,Company,,,['Unknown Important Individual'],35.85,64.15,['Unknown']
,27,14,Yazd,Iran,565449.00,5,City,Industrial,Resort,,,['Unknown Important Individual'],31.13,68.87,['Unknown']
,27,14,Arak,Iran,551006.00,5,City,Industrial,Resort,,,['Unknown Important Individual'],65.44,34.56,['Unknown']
,27,14,Kerman,Iran,541485.00,5,City,Resort,Temple,,,['Unknown Important Individual'],42.26,57.74,['Unknown']
KF1,28,14,Baghdad,Iraq,7144260.00,6,Large City,Industrial,Company,Educational,,['Unknown Important Individual'],63.29,36.71,['Unknown']
,28,14,Mosul,Iraq,1629932.00,6,Large City,Political,Educational,Temple,Company,['Unknown Important Individual'],94.12,5.88,['Unknown']
KL2,28,14,Basrah,Iraq,1352210.00,5,City,Industrial,Resort,,,['Unknown Important Individual'],57.02,42.98,['Unknown']
,28,14,Kirkuk,Iraq,1012614.00,5,City,Temple,Seaport,,,['Unknown Important Individual'],47.06,52.94,['Unknown']
KF1,28,14,Najaf,Iraq,873744.00,5,City,Industrial,Temple,Company,,['Unknown Important Individual'],41.18,58.82,['Unknown']
KF0,28,14,Erbil,Iraq,846374.00,5,City,Educational,Industrial,,,['Unknown Important Individual'],33.97,66.03,['Unknown']
KF0,28,14,Sulaimaniya,Iraq,739182.00,5,City,Company,Temple,Political,,['Unknown Important Individual'],45.00,55.00,['Unknown']
KL2,28,14,Amara,Iraq,655663.00,5,City,Political,Industrial,,,['Unknown Important Individual'],51.20,49.80,['Unknown']
KF1,28,14,Nasiriyah,Iraq,616994.00,5,City,Company,Industrial,,,['Unknown Important Individual'],45.84,54.16,['Unknown']
KF1,28,14,Hillah,Iraq,604149.00,5,City,Resort,Temple,,,['Unknown Important Individual'],47.58,52.42,['Unknown']
KF1,28,14,Karbala,Iraq,555073.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],47.06,52.94,['Unknown']
,28,14,Diwaniyah,Iraq,513369.00,5,City,Educational,Company,,,['Unknown Important Individual'],46.20,53.80,['Unknown']
HV5,29,9,Dublin,Ireland,1228179.00,5,City,Company,Industrial,Seaport,,['Unknown Important Individual'],49.54,50.46,['Unknown']
JS9,30,14,Tel Aviv,Israel,4181479.00,6,Large City,Military,Company,Political,Resort,['Unknown Important Individual'],25.23,74.77,['Unknown']
JS9,30,14,Haifa,Israel,1147431.00,5,City,Company,Temple,Educational,,['Unknown Important Individual'],27.39,72.61,['Unknown']
JS9,30,14,Jerusalem,Israel,931756.00,5,City,Political,Industrial,,,['Unknown Important Individual'],36.34,63.66,['Unknown']
JS9,30,14,Be'er Sheva,Israel,637539.00,5,City,Temple,Company,,,['Unknown Important Individual'],47.26,52.74,['Unknown']
IU2,31,9,Rome,Italy,4257056.00,6,Large City,Company,Political,Educational,Temple,['Unknown Important Individual'],52.13,47.87,['Unknown']
IO0,31,9,Milan,Italy,3140181.00,6,Large City,Industrial,Resort,Mining,,['Unknown Important Individual'],43.56,56.44,['Unknown']
IU3,31,9,Naples,Italy,2186853.00,6,Large City,Resort,Temple,Educational,Company,['Unknown Important Individual'],57.63,42.37,['Unknown']
IO1,31,9,Turin,Italy,1792163.00,6,Large City,Industrial,Company,Political,Temple,['Unknown Important Individual'],50.28,49.72,['Unknown']
,31,9,Bergamo,Italy,892089.00,5,City,Educational,Company,,,['Unknown Important Individual'],32.85,67.15,['Unknown']
IU3,31,9,Palermo,Italy,851146.00,5,City,Temple,Educational,,,['Unknown Important Individual'],46.94,53.06,['Unknown']
IU2,31,9,Bologna,Italy,805986.00,5,City,Company,Industrial,,,['Unknown Important Individual'],44.71,55.29,['Unknown']
IU2,31,9,Florence,Italy,708357.00,5,City,Political,Educational,Temple,,['Unknown Important Individual'],38.25,61.75,['Unknown']
,31,9,Padova,Italy,683604.00,5,City,Seaport,Mining,Company,,['Unknown Important Individual'],41.52,58.48,['Unknown']
IO2,31,9,Genoa,Italy,679613.00,5,City,Political,Mining,,,['Unknown Important Individual'],43.16,56.84,['Unknown']
,31,9,Busto Arsizio,Italy,654258.00,5,City,Resort,Military,,,['Unknown Important Individual'],30.15,69.85,['Unknown']
,31,9,Venezia,Italy,637245.00,5,City,Resort,Company,Temple,,['Unknown Important Individual'],36.93,63.07,['Unknown']
IU2,31,9,Verona,Italy,629658.00,5,City,Industrial,Resort,Company,,['Unknown Important Individual'],30.61,69.39,['Unknown']
JA4,31,9,Bari,Italy,622377.00,5,City,Temple,Educational,,,['Unknown Important Individual'],49.72,50.28,['Unknown']
,31,9,Seregno,Italy,619871.00,5,City,Industrial,Company,,,['Unknown Important Individual'],44.21,55.79,['Unknown']
,31,9,Catania,Italy,585877.00,5,City,Political,Educational,Resort,,['Unknown Important Individual'],60.88,39.12,['Unknown']
,32,2,Abidjan,Ivory Coast,5202762.00,6,Large City,Company,Political,Educational,Industrial,['Unknown Important Individual'],55.85,44.15,['Unknown']
,33,2,Bouake,Ivory Coast,571876.00,5,City,Company,Temple,,,['Unknown Important Individual'],52.50,47.50,['Unknown']
,34,13,Kingston,Jamaica,590940.00,5,City,Industrial,Educational,,,['Unknown Important Individual'],30.87,69.13,['Unknown']
OQ9,35,6,Tokyo,Japan,37393128.00,7,Mega City,Industrial,Company,Temple,Educational,['Unknown Important Individual'],23.29,76.71,['Unknown']
OK8,35,6,Osaka,Japan,19165340.00,7,Mega City,Company,Resort,Temple,Mining,['Unknown Important Individual'],29.87,70.13,['Unknown']
OK8,35,6,Nagoya,Japan,9552132.00,6,Large City,Educational,Company,Political,,['Unknown Important Individual'],9.71,90.29,['Unknown']
OE7,35,6,Fukuoka,Japan,5528632.00,6,Large City,Industrial,Educational,Political,Temple,['Unknown Important Individual'],18.59,81.41,['Unknown']
,35,6,Shizuoka,Japan,2922320.00,6,Large City,Resort,Military,Company,Temple,['Unknown Important Individual'],5.88,94.12,['Unknown']
OQ7,35,6,Sapporo,Japan,2669680.00,6,Large City,Industrial,Resort,Company,,['Unknown Important Individual'],7.37,92.63,['Unknown']
OQ8,35,6,Sendai,Japan,2327417.00,6,Large City,Company,Industrial,Resort,,['Unknown Important Individual'],11.64,88.36,['Unknown']
OE7,35,6,Hiroshima,Japan,2083223.00,6,Large City,Company,Military,Mining,,['Unknown Important Individual'],35.56,64.44,['Unknown']
OK7,35,6,Niigata,Japan,804298.00,5,City,Educational,Temple,,,['Unknown Important Individual'],32.80,67.20,['Unknown']
OE8,35,6,Kumamoto,Japan,742612.00,5,City,Temple,Industrial,,,['Unknown Important Individual'],61.76,38.24,['Unknown']
,35,6,Okayama,Japan,724696.00,5,City,Educational,Company,,,['Unknown Important Individual'],25.60,64.40,['Unknown']
OE8,35,6,Kagoshima,Japan,591042.00,5,City,Seaport,Political,,,['Unknown Important Individual'],4.41,95.59,['Unknown']
,35,6,Utsunomiya,Japan,522100.00,5,City,Company,Political,,,['Unknown Important Individual'],2.45,97.55,['Unknown']
OE7,35,6,Matsuyama,Japan,509958.00,5,City,Resort,Educational,,,['Unknown Important Individual'],-,-,['Unknown']
,84,14,Amman,Jordan,2148293.00,6,Large City,Industrial,Educational,Company,Temple,['Unknown Important Individual'],38.72,61.28,['Unknown']
,84,14,Zarqa,Jordan,729220.00,5,City,Political,Industrial,,,['Unknown Important Individual'],39.20,68.80,['Unknown']
,84,14,Irbid,Jordan,1911600.00,6,Large City,Educational,Resort,,,['Unknown Important Individual'],45.07,54.93,['Unknown']
,84,14,Ar-Rusayfah,Jordan,523543.00,5,City,Temple,Mining,Political,,['Unknown Important Individual'],40.73,59.27,['Unknown']
LP4,83,4,Almaty,Kazakhstan,1895742.00,6,Large City,Company,Industrial,Temple,Educational,['Unknown Important Individual'],65.80,34.20,['Unknown']
,83,4,Astana,Kazakhstan,1165983.00,5,City,Political,Educational,,,['Unknown Important Individual'],33.81,66.19,['Unknown']
,83,4,Shimkent,Kazakhstan,1057936.00,5,City,Resort,Industrial,Company,,['Unknown Important Individual'],58.82,41.18,['Unknown']
,83,4,Karaganda,Kazakhstan,504946.00,5,City,Educational,Resort,,,['Unknown Important Individual'],53.80,56.20,['Unknown']
,85,2,Nairobi,Kenya,4734881.00,6,Large City,Company,Resort,Political,Industrial,['Unknown Important Individual'],60.68,39.32,['Unknown']
,85,2,Mombasa,Kenya,1295975.00,5,City,Educational,Temple,Company,,['Unknown Important Individual'],72.90,27.10,['Unknown']
,86,14,Kuwait City,Kuwait,3114553.00,6,Large City,Company,Industrial,Educational,Resort,['Unknown Important Individual'],31.74,68.26,['Unknown']
,84,4,Bishkek,Kyrgyzstan,1038429.00,5,City,Educational,Company,Industrial,,['Unknown Important Individual'],53.19,46.81,['Unknown']
,,4,Vientiane,Laos,682542.00,5,City,Industrial,Resort,,,['Unknown Important Individual'],38.50,61.50,['Unknown']
