107,Denmark,3,2,3,3,3,4,3,2,3,2,4,3,2,2,4,3,2,3,4,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
108,Djibouti,3,3,3,3,3,3,3,1,3,2,3,3,2,2,3,3,1,3,3,1,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
109,Dominican Republic,3,3,3,3,3,3,3,1,2,4,3,3,4,4,3,3,1,3,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
110,Ecuador,3,3,3,3,3,4,1,2,3,2,4,2,2,2,4,2,2,2,4,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
20,Egypt,3,2,3,3,3,3,4,2,3,4,3,2,4,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
111,El Salvador,3,3,3,3,3,3,3,3,3,3,3,1,3,3,4,1,3,1,3,3,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
147,Equatorial Guinea,3,3,3,3,3,3,2,3,3,3,2,1,3,3,3,1,3,1,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
112,Eritrea,3,3,3,3,3,3,3,3,3,4,3,2,6,4,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
154,Estonia,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
145,Eswatini,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
21,Ethiopia,3,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
169,Fiji,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
113,Finland,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
22,France,3,3,2,3,1,2,2,3,3,3,2,3,5,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
114,Gabon,3,3,3,3,3,3,2,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
115,Georgia,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
23,Germany,3,3,3,3,3,3,4,2,3,3,1,3,3,3,6,3,2,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
24,Ghana,3,3,3,3,3,3,3,2,3,2,1,3,2,2,3,3,2,3,1,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
93,Greece,3,1,1,3,3,4,3,5,3,3,2,3,3,3,4,3,5,3,2,5,3,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
116,Guatemala,3,3,3,3,3,3,4,3,3,2,2,3,2,2,6,3,3,3,2,3,3,3,5,5,5,3,5,5,5,5,5,5,5,5,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
94,Guinea,3,3,3,3,3,2,3,2,3,3,3,2,6,3,2,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
117,Guinea-Bissau,3,3,3,3,3,2,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
148,Guyana,3,3,3,3,3,2,2,2,3,4,3,5,4,4,2,5,2,5,3,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
118,Haiti,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
95,Honduras,3,3,3,3,3,3,3,4,3,2,3,2,2,2,3,2,4,2,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
92,Hong Kong,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
119,Hungary,3,2,3,3,3,3,1,4,3,2,3,2,2,2,3,2,4,2,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
120,Iceland,3,2,3,3,3,2,4,3,3,3,3,2,3,3,2,2,3,2,3,3,2,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
25,India,2,3,3,3,3,2,3,3,3,3,3,4,3,3,2,4,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
26,Indonesia,2,3,3,3,3,1,2,4,3,3,3,2,3,3,1,2,4,2,3,4,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
27,Iran,2,3,3,3,3,1,3,3,3,3,3,4,3,3,1,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
28,Iraq,2,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
29,Ireland,3,2,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
30,Israel,3,3,3,3,2,3,3,3,3,1,5,4,1,1,3,4,3,4,5,3,4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,2,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
31,Italy,3,1,1,3,3,2,4,3,3,1,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
32,Ivory Coast,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
34,Jamaica,3,3,3,3,3,2,2,1,2,3,2,2,3,3,2,2,1,2,2,1,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
35,Japan,2,3,1,3,2,2,2,4,2,3,2,3,3,3,2,3,4,3,2,4,3,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
84,Jordan,3,3,3,3,3,3,2,3,2,2,2,3,2,2,3,3,3,3,2,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,4,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
83,Kazakhstan,2,3,3,3,2,2,5,2,2,2,4,3,2,2,2,3,2,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,3,3,3,1,3,3,2,3,2,3,3,3,3,2,2,2,3,3,3,3,2,2,1,1,3,3,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,3
